pay_category_name,category,sub_category
Fares and Travel Allowance - Apprentice stage 4 (projects over $50m) - AG2022/396,Allowances,Allowances
Saturday Level 3,Penalty rate,Saturday
Permanent - Overtime x 50% - DELETE,Penalty rate,Penalty rate
Permanent - Saturday First 2 hours,Penalty rate,Saturday
PERM L2 OT +4 Hours & Sun OT,Penalty rate,Sunday
Leave Cashout Leave loading,Leave,Leave
Motor Vehicle >5yrs Up to and including 1600cc,Allowances,Allowances
Unused Personal Leave pay out,Leave,Leave
Overtime (plus super),Penalty rate,Penalty rate
Hourly Pay - Y4Y,Base rate,Base rate
Site Allowance - c4116 - ORD,Allowances,Allowances
BMS Casual Master Day Rate,Base rate,Base rate
RIA - FT - 1-November-2021 - PH Delayed Meal Break,Penalty rate,Penalty rate
Freezer Allowance - Full Time,Allowances,Allowances
Zone C Penalty Loading 50%,Penalty rate,Penalty rate
O/T Mon to Sat (After 2 hrs) DSW 1.2 (PT),Penalty rate,Saturday
WIA - CAS - SW - 1-February-2021 - M-F - Ordinary,Base rate,Base rate
Casual - Overtime First 2 hrs,Penalty rate,Penalty rate
Pandemic Leave Payment,Leave,Leave
Casual Ordinary Hours - Morning,Base rate,Base rate
Salary Sacrifice Super Earnings,Base rate,Base rate
GRIA - CAS - Early - 1-July-2022 - M-F 6pm-9pm,Penalty rate,Penalty rate
HSW- (PT) Evening Hours,Penalty rate,Evening/Night
Permanent Public Holiday - Worked,Penalty rate,Public Holiday
Casual Ordinary Hours (Minesite - Trades - Public Holiday),Penalty rate,Public Holiday
Sunday - not shiftworkers - MA000075,Penalty rate,Sunday
AOG OnCall,Penalty rate,Penalty rate
Ordinary Earnings Direct - Workcover,Others,WorkCover
FT/PT - Weekday Active Night,Penalty rate,Evening/Night
Tier 3  - Remote Pilot 25KG,Penalty rate,Penalty rate
2021 Disability L2P3 O/T 1.5,Penalty rate,Penalty rate
Permanent - 6+ days in a row - Overtime,Penalty rate,Penalty rate
Study Leave Undergrad,Leave,Leave
Vehicle Allowance $10,Allowances,Allowances
Permanent - Machine Operator - Afternoon Shift,Base rate,Base rate
Casual - Overtime x 75% - School Assistant,Penalty rate,Penalty rate
Saturday 1.5% - Day Shift,Penalty rate,Saturday
Registered Nurse Level 1 Saturday (Christmas),Penalty rate,Saturday
Business Development Manager,Base rate,Base rate
Overtime (first 2 hrs) - Clerk,Penalty rate,Penalty rate
Weekend Penalty work after 7pm,Penalty rate,Weekend
DON’T USE Casual - Public Holiday (Shiftworker),Penalty rate,Public Holiday
Acconia casual,Base rate,Base rate
Vehicle industry RS&R - CAS - Daily OT - Monday to Saturday - After 3 hours,Penalty rate,Saturday
OVERTIMES,Penalty rate,Penalty rate
Admin - Permanent- Sun,Penalty rate,Sunday
Casual Ordinary 1.5,Base rate,Base rate
Permanent Ordinary Hours (EBA),Base rate,Base rate
Long Term Incentives,Bonuses,Commission
DON’T USE Casual - Afternoon Shift,Base rate,Base rate
Apprentice Year 2 FT PH Kitchen Hours,Penalty rate,Public Holiday
Level A.2 Public Holiday,Penalty rate,Public Holiday
Compassionate and Bereavement Leave Taken,Leave,Leave
Pay Adjustment / Back dated pay,Others,Backpay
Casual All-purpose Rate,Base rate,Base rate
Unpaid Paternity Leave,Leave,Leave
Sunday $29.00,Penalty rate,Sunday
Mobile allowance,Allowances,Allowances
4. EA2020 CAS_LY Group 3 - Double Time & Half,Penalty rate,Penalty rate
Salary OT Saturday,Penalty rate,Saturday
Travel Allowance - Casual,Allowances,Allowances
Models Award - PH up to 4 hours,Penalty rate,Public Holiday
Commission - Platform Product,Bonuses,Commission
RIA - (Not Automated) - R.5 - Substitute Allowance - Level 4 employees,Allowances,Allowances
Director - Standard,Base rate,Base rate
Travel Meal Allowance (Lunch),Allowances,Allowances
Public Holiday -Metal Awnings,Penalty rate,Public Holiday
Permanent Ordinary Hours - Director,Base rate,Base rate
O/T X 0.25,Penalty rate,Penalty rate
Casual Hourly Rate inc Leave loading,Leave,Leave
Spot Award,Penalty rate,Penalty rate
SCHADS - FT - Family Day Care - 1-July-2021 - Sat,Penalty rate,Saturday
Casual - Yard Night Shift (Glycol/Fish),Penalty rate,Evening/Night
HC Public Holiday Overtime,Penalty rate,Penalty rate
Piano Bar Staff Ordinary Hours,Base rate,Base rate
Operating Vehicle/Plant Allowance,Allowances,Allowances
Bonus (FIA),Bonuses,Bonus
Permanent Ass. Manager OT First 2 Hrs,Penalty rate,Penalty rate
Permanent Higher Duties Overtime - Less than 10 hour break between shifts (SW),Penalty rate,Penalty rate
Peterborough On-Call Xmas/Boxing/NewYear,Penalty rate,Penalty rate
Off-the-job Training Allowance,Allowances,Allowances
Teachers - Casual - Quarter Day,Base rate,Base rate
SSWA - FT - 1-July-2022 - Sat Daily OT - After 2 Hours,Penalty rate,Saturday
Casual - Overtime T 2.0 x,Penalty rate,Penalty rate
$2 Weekday,Base rate,Base rate
Public Holiday Hours - Casual,Penalty rate,Public Holiday
Casual- Mon-Fri,Base rate,Base rate
Board Salary,Base rate,Base rate
Workers Compensation (No SG),Others,WorkCover
Sat/Sun 20YO Cas 6MO CL1,Penalty rate,Sunday
Covid19 Wage Subsidy,Others,Reimbursement
TeachersA - PT - EC - 1-July-2019 - M-F Ordinary,Base rate,Base rate
-- Manuf - 9.18193.5 Apprentice -,Base rate,Base rate
Travel Allowance 80,Allowances,Allowances
Ordinary Hours - Div1,Base rate,Base rate
22 JPM2 Chef 7pm,Base rate,Base rate
Hourly Pay - MSX INTERNATIONAL,Base rate,Base rate
Casual - Overtime - Sunday [MA000043],Penalty rate,Penalty rate
Workers Compensation (Top Up),Others,WorkCover
Unpaid Pandemic Leave taken (COVID Test/Isolation),Leave,Leave
Ord Hrs - All Other Permanent Staff,Penalty rate,Penalty rate
Fringe benefits,Allowances,Allowances
6-9997 FG Admin - Salary,Base rate,Base rate
Overtime Sat (After 2 hrs),Penalty rate,Penalty rate
ACCHS Time in Lieu,Base rate,Base rate
PP Casual Night shift,Penalty rate,Evening/Night
SW3 - 2.0 Overtime Hours,Penalty rate,Penalty rate
Shift Penalty Pub Hol 150%,Penalty rate,Penalty rate
PharmacyA - PT - 1-July-2021 - M-Sat Daily OT - After 2 Hours,Penalty rate,Saturday
GRIA - FT - 1-July-2022 - Late Trading (>9pm) - M-Sat Daily OT - First 3 Hours,Penalty rate,Saturday
Accrue TIL,Base rate,Base rate
Permanent Ordinary Hours - no leave accruals,Leave,Leave
Marine Allowance,Allowances,Allowances
Trainee Store Manager Saturday,Penalty rate,Saturday
Casual - Sunday x 50%,Penalty rate,Penalty rate
CAS LV1 - Junior 16yrs or  Under  - food & bevg attendant,Base rate,Base rate
Level 1 F&B Att Casual 18YO PH,Base rate,Base rate
Overnight Allowance - Untaxed,Allowances,Allowances
Height allowance 5,Allowances,Allowances
Clerks Casual - Overtime First 2,Penalty rate,Penalty rate
Melindie - Casual - M-F,Base rate,Base rate
Acting Director of Ministries,Base rate,Base rate
Permanent - Public Holiday Overtime - Home Care,Penalty rate,Penalty rate
Permanent Ordinary Hours - Operations Maintenance,Base rate,Base rate
Casual Shift Worker,Base rate,Base rate
Weekend day rate,Penalty rate,Weekend
Permanent - Non-consecutive Shiftwork x 2.0 (EA),Base rate,Base rate
Traveling Expenses,Allowances,Travel
Monday to Friday Rate,Base rate,Base rate
Permanent - 2 weeks Leave in Advance,Leave,Leave
Burradoo Outbreak Shift Casual_Sunday(No Casual Loading),Penalty rate,Sunday
Permanent - Afternoon Shift (T1/4),Base rate,Base rate
Cents per kilometre Allowance - Taxable,Allowances,Allowances
Tropicana - Tool Allowance,Allowances,Allowances
Fitness Industry Award Adult L3 Saturday,Penalty rate,Saturday
PVTA - CAS - NTDO - 20-November-2020 - M-F Daily OT - First 3 Hours,Penalty rate,Penalty rate
Casual Ordinary Hours (R&D),Base rate,Base rate
PVTA - CAS - NTDO - 1-July-2019 - Sun Daily OT,Penalty rate,Sunday
Puma Overtime 2x - Overtime,Penalty rate,Penalty rate
PVTA - PT - NTDO - 1-July-2022 - M-Sat Daily OT - First 3 Hours,Penalty rate,Saturday
Level 3- Kitchen Saturday,Penalty rate,Saturday
Casual-Mechanic-First 3 hours OT,Penalty rate,Penalty rate
Special Duty Allowance,Allowances,Allowances
Vehicle Allowance $40,Allowances,Allowances
BACKPAYMENT,Others,Backpay
Level 1 PPT Weekdays JUN 75%,Base rate,Base rate
Casual - Night shift - Overtime outside roster hours - after 3 hours - AG2022/784,Penalty rate,Penalty rate
Support Services 2 Holiday Premium,Penalty rate,Public Holiday
Saturday Bonus JC,Penalty rate,Saturday
14b Travel,Allowances,Travel
GRIA - CAS - 1-October-2020 - Late Trading (>9pm) - Sun,Penalty rate,Sunday
CAS Sat Level 2 (food & bevg attendant),Penalty rate,Saturday
Alicia Fennessy (saturday) - Lisa Fisher,Penalty rate,Saturday
Salary $75k,Base rate,Base rate
Covid Leave Support Scheme,Leave,Leave
Sunday Casual Loading,Penalty rate,Sunday
Hotel Sorrento Casual Weekday Overtime After 2 Hours,Penalty rate,Penalty rate
Unpaid Casual Sick Leave,Leave,Leave
A-Casual 20Y-Late Night,Penalty rate,Evening/Night
-- Manuf - 9.3.24 Apprentice - Sta,Base rate,Base rate
Casual Ordinary Hours including Casual Loading,Base rate,Base rate
International Women,Base rate,Base rate
Permanent - Sunday OT x 2.0,Penalty rate,Sunday
FT/PT - Overtime (in excess of 2 hours),Penalty rate,Penalty rate
Total Mon-Fri- 16/17,Penalty rate,Penalty rate
Hourly Pay - BERICOTE PARK,Penalty rate,Penalty rate
QLD (AU) - North By North Vest - General Customer Service - Cong test - North By North Vest - 22122022 (Overtime),Base rate,Base rate
A: Casual - Hourly Pay Rate,Base rate,Base rate
weekend Saturday,Penalty rate,Saturday
Bonus % Executive,Bonuses,Bonus
Driver Mobile Allowance,Allowances,Allowances
Site Allowance OT 7,Allowances,Allowances
Shared Services Salaries,Base rate,Base rate
Casual - Leader Allowance,Allowances,Allowances
Overtime  x 2.0,Penalty rate,Penalty rate
Industry allowance (already included in the rate tables above) (per hour) [MA000043],Allowances,Allowances
Height Allowance Lvl31-45,Allowances,Allowances
Apprentice OT Sunday,Penalty rate,Sunday
Consultants Fees - Std Dev,Base rate,Base rate
Employer Paid Community Service Leave Taken,Leave,Leave
Permanent Public Holiday Rate,Penalty rate,Public Holiday
payment in Lieu of SGC,Base rate,Base rate
Mileage Claims - Addtional Rate,Allowances,Allowances
-- Restaurant - Ord x2.5,Penalty rate,Penalty rate
Car Allowance (PAYG Exempt),Allowances,Allowances
A-Casual 20Y-Ordinary,Base rate,Base rate
LV2 OT - Sunday,Penalty rate,Sunday
Leave Loading on Annual Leave Cash Out,Leave,Leave
Overtime PT,Penalty rate,Penalty rate
N Shift Team Leader (Rostered Day Off),Base rate,Base rate
Casual - Single Ordinary Hours,Base rate,Base rate
STA & Respite - Saturdays,Penalty rate,Saturday
Director Fees (Backpay),Others,Backpay
Casual - 2 - Sunday,Penalty rate,Sunday
On Call Phone Fee,Allowances,Allowances
Annual Leave Taken Fixed,Leave,Leave
-- Hospitality - HD L3 Ord x1.293,Penalty rate,Penalty rate
FT - Sunday Rate,Penalty rate,Sunday
Overhead (lvl 2) Commission,Bonuses,Commission
Transport Drop-Off Fee,Allowances,Allowances
PH - Type 7,Penalty rate,Public Holiday
Commission - Offshore COE,Bonuses,Commission
HR Admin  $30.00,Base rate,Base rate
Travel Expenses (Reduced Rate),Allowances,Travel
Bonus - not regular,Penalty rate,Penalty rate
Obs Allowance,Allowances,Allowances
Ordinary Hours - WC,Base rate,Base rate
4. Public Holiday Pay,Penalty rate,Public Holiday
Youth Worker (Level 3),Base rate,Base rate
Permanent-Public Holiday,Penalty rate,Public Holiday
Jodie Sunday,Penalty rate,Sunday
Restaurant Grade 2 Base Rate,Base rate,Base rate
Long Service Leave Taken *old,Leave,Leave
Technical Operator (MON-SAT) - Hourly,Base rate,Base rate
Backpay (Overtime),Penalty rate,Penalty rate
"Workers compensation - top-up, no work is performed",Others,WorkCover
Bonus 5350,Bonuses,Bonus
Instructing Mon-Fri,Base rate,Base rate
Grade 3 Night Shift 100%,Penalty rate,Evening/Night
Hospitality - OT x2.25,Penalty rate,Penalty rate
EBA Casual CW1 (d) - Grade 3 - Trades Labourer,Base rate,Base rate
Paid Parental Leave WL,Leave,Leave
Overtime Mon-Fri after 2 hrs (x2),Penalty rate,Penalty rate
**Inactive Annual Leave EDVOS Half Rate,Leave,Leave
Cleaner Allowance,Allowances,Allowances
Casual - Night Shift (Midnight - 6am start),Penalty rate,Evening/Night
Casual - Inclement Weather - Not Worked,Penalty rate,Penalty rate
2022 Nights,Penalty rate,Evening/Night
OT double time,Penalty rate,Penalty rate
Mileage - Above ATO Limit,Allowances,Travel
Trainer Level 5 Teaching,Base rate,Base rate
Extended Hours - In School,Leave,Leave
"Allowance Tool (not part of OTE, no SG)",Allowances,Allowances
Salary $83k,Base rate,Base rate
1 VIC SF Over Time x 1,Penalty rate,Penalty rate
Chair of Governors Salary,Base rate,Base rate
Level 1 - P/F Time 1.3 Public Holiday,Penalty rate,Public Holiday
Permanent - Early Morning Shift (10%),Penalty rate,Penalty rate
Casual Teacher Day,Base rate,Base rate
Additional Duties Payment,Penalty rate,Penalty rate
-- Confined spaces allowance,Allowances,Allowances
RTDA - OT X 1.6,Penalty rate,Penalty rate
Public Holiday 300% (Ord Hrs),Penalty rate,Public Holiday
Apprentice 1st Year Saturdays,Penalty rate,Saturday
Permanent -x2 OT,Penalty rate,Penalty rate
"*Category A Licence Holder allowance - Adult - Maintenance and engineering stream, aircraft worker 2 - 1 additional endorsement (per hour) [MA000048]",Allowances,Allowances
Maternity Govt Paid,Leave,Leave
Weekly laundry allowance,Allowances,Allowances
LAHA - Exempt PAYG & Super,Allowances,Allowances
O/T Mon to Sat (After 2 hrs) DSW 3.3 (C),Penalty rate,Saturday
Permanent - Leave Without Pay,Leave,Leave
Sick / Personal Leave Taken,Leave,Leave
Salary Courtney,Base rate,Base rate
PharmacyA - PT - 1-July-2021 - M-F Minimum Shift Engagement,Base rate,Base rate
test gross bonus,Bonuses,Bonus
Salary Broker,Base rate,Base rate
Casual Non Ordinary - Sunday,Penalty rate,Sunday
ATC - G4 F&B SUP M - SAT,Penalty rate,Saturday
Service Van Allowance,Allowances,Allowances
Casual - c/km trips >400km,Base rate,Base rate
Bonus - ACS Workforce,Bonuses,Bonus
Bus Driver - PT - Sunday Rate,Penalty rate,Sunday
UC Casual - Referee - Sunday,Penalty rate,Sunday
Saturday $27.65,Penalty rate,Saturday
22 L3 PH Travel Time,Penalty rate,Public Holiday
Super Retail Group - Super Retail Group Call Centre Inbound - VIC (AU) - 10.06.2022 (Overtime),Penalty rate,Penalty rate
Ordinary - Sunday 1.56 with Leave,Penalty rate,Sunday
Casual - Overtime - Apprentice - First hour - After 4 weeks - 2019-23,Penalty rate,Penalty rate
CfC Public Holiday,Penalty rate,Public Holiday
Licence allowance,Allowances,Allowances
Part Time SACS 1.1 - Ordinary Hours,Base rate,Base rate
LABOUR HIRE - OZ STAFF - Cold Allowance,Allowances,Allowances
Daguragu Ward (including Kalkarinji and Lajamanu) - Remote Area Allowance (Full Time) - AG2021/6148,Allowances,Allowances
Health & Wellness Allowance,Allowances,Allowances
Sunday - Overtime x 100%,Penalty rate,Penalty rate
Back pay (No Accrual PL),Others,Backpay
Train the Trainer - Workshop,Base rate,Base rate
PHTT21 Public holiday Travel Time,Penalty rate,Public Holiday
Leave Loading Leave Cash Out,Leave,Leave
CE Casual - Overtime x 75%,Penalty rate,Penalty rate
Car Allowance (Matthew Radas),Allowances,Allowances
Travel Allowance (tax exempted),Allowances,Allowances
10b Allowance Elec. Licence 2.0x,Allowances,Allowances
GRIA - FT - 1-September-2021 - Sun 12am-9am,Penalty rate,Penalty rate
Level 1 - P/F Time 1.3 Night Shift,Penalty rate,Evening/Night
Travel Allowance Daily,Allowances,Allowances
A - Permanent - Overtime x 100%,Penalty rate,Penalty rate
RK Travel Payment,Allowances,Travel
Salary Overtime - (1.5),Penalty rate,Penalty rate
Car Allowance Taxable Dummy,Allowances,Allowances
Additional Payments (S),Penalty rate,Penalty rate
PSTDA23 - Permanent - Fish - Single - Afternoon - Ordinary Hours,Base rate,Base rate
03 - Saturday Hrs - Area 2 [SAT][ALLDAY][][],Penalty rate,Saturday
2.1 Public Holiday Rate Part/Full Time,Penalty rate,Public Holiday
Well Day Leave Taken,Leave,Leave
Volunteer Day Leave,Leave,Leave
Casual_24 hour care,Base rate,Base rate
Dogman - Back Pay Ordinary Hours,Others,Backpay
6-9990 Admin - Part-Time,Base rate,Base rate
CRIB ALLOWANCE,Allowances,Allowances
Cleaner Casual Overtime 2.0,Penalty rate,Penalty rate
Permanent Ordinary Hours (Use),Base rate,Base rate
Dad/Partner Leave Wage Top Up,Leave,Leave
Remote Workers Allowance,Allowances,Allowances
Permanent - Meal Break Loading,Base rate,Base rate
FT Team Leader Pub Hol,Penalty rate,Public Holiday
First Aid Allowance Full-Time,Allowances,Allowances
Boot Allowance CPA,Allowances,Allowances
Casual - Overtime Luke,Penalty rate,Penalty rate
Sunday Ordinary Earnings,Penalty rate,Sunday
Sunday 2.0 (Mentor Media),Penalty rate,Sunday
Allowance Eligibility Clearing,Allowances,Allowances
EA21 Permanent - Overtime 2 EA21,Penalty rate,Penalty rate
ACA - CAS - SW - 1-July-2019 - Sun Daily OT,Penalty rate,Sunday
SCGC Hourly rate,Base rate,Base rate
KM- Reimbursement,Others,Reimbursement
NSW (AU) - Call Centre Inbound (Overtime),Penalty rate,Penalty rate
-- Misc - Ord x1.75,Penalty rate,Penalty rate
Less  Then 6 Months Sunday,Penalty rate,Sunday
Night Shift OTE,Penalty rate,Penalty rate
Casual - On-call,Penalty rate,Penalty rate
Permament Ordinary Hours,Base rate,Base rate
Higher Duties Level 2 to 4 Overtime Hours x 2.5,Penalty rate,Penalty rate
CAS 18 WKEND [SAT][ALLDAY][][],Penalty rate,Weekend
Back dated benefit,Others,Backpay
SS Meal Entertainment Allowance,Allowances,Allowances
Salary Public Holiday Worked (Additional Pay),Penalty rate,Penalty rate
Casual - Ordinary Hours HIGA,Base rate,Base rate
PharmacyA - PT - 1-July-2020 - Sat,Penalty rate,Saturday
Back Pay & Arrears-Casuals,Others,Backpay
Phone Allowance (PAYG),Allowances,Allowances
HD Allowance,Allowances,Allowances
