pay_category_name,category,sub_category
Lead Supervisor 2020,Base rate,Base rate
Supervisor -  Level 4.2,Base rate,Base rate
Night Work (Less than 3 consecutive shifts),Penalty rate,Evening/Night
Permanent Ordinary Hours - Above Award Rate,Penalty rate,Penalty rate
Crew OT (over 12hrs Day),Penalty rate,Penalty rate
Payment in lieu of notice - HR,Base rate,Base rate
Parental Leave - Half Pay,Leave,Leave
Unpaid Pandemic Leave Taken (NA),Leave,Leave
Dispute resolution procedure training leave taken,Leave,Leave
Travel Allowance ATO rate - Per Kilometer,Allowances,Allowances
Unused Annual Leave,Leave,Leave
Casual Mining- Overtime x 50%,Penalty rate,Penalty rate
On Call allowance - Monday to Friday,Allowances,Allowances
Uniform allowance (per week),Allowances,Allowances
Paid Parental Leave (NA),Leave,Leave
Allowance Motor Vehicle,Allowances,Allowances
Cellar Stream (Casual) Grade 1 - Above Award,Penalty rate,Penalty rate
Lost Time Injury,Leave,Leave
Meal allowance - first meal,Allowances,Allowances
Car allowance - up to ATO limit,Allowances,Allowances
Casual - Public Holiday Worked - 250%,Penalty rate,Public Holiday
Termination Payment,Others,Severance
Performance Bonus,Bonuses,Bonus
Back pay,Others,Backpay
Higher Duties Allowance,Allowances,Allowances
Business Development Allowance,Allowances,Allowances
Salary Sacrifice,Base rate,Base rate
Permanent - Saturday - shiftworkers,Penalty rate,Saturday
Permanent - Overtime - noncontinuous shiftworkers - after 2 hours,Penalty rate,Penalty rate
Permanent - Sunday Callback,Penalty rate,Sunday
Permanent - Public Holiday Overtime Falling On Sunday (Nursing),Penalty rate,Penalty rate
Vehicle Allowance - Above ATO Threshold (Nursing),Allowances,Allowances
Leave Without Pay,Leave,Leave
Living Allowance,Allowances,Allowances
Parental Leave - LTL,Leave,Leave
Casual - Evening Shift,Penalty rate,Evening/Night
Casual - Recall (when on call) - more than 12hrs after start of last normal shift,Penalty rate,Penalty rate
Casual - Recall (during off duty period) after 2 hours,Penalty rate,Penalty rate
HO Allowance,Allowances,Allowances
Casual - Overtime (Thereafter),Penalty rate,Penalty rate
Coaching Commission,Bonuses,Commission
Sat - 2016 L3 Maint & Horticultural L2,Penalty rate,Saturday
Sat - 2016 L2 Food & Bev Attendant GR2,Penalty rate,Saturday
Sun - Attendance/Professional Teaching,Penalty rate,Sunday
Sat - Outside Service Attn,Penalty rate,Saturday
-- Apprentice Maintenance Hours,Base rate,Base rate
Bar Staff - Over Award - Saturdays,Penalty rate,Saturday
Maintenance - Saturday after first 2 hours,Penalty rate,Saturday
Salary - FnB,Base rate,Base rate
Casual Fitness Instructor - Overtime - Public Holiday,Penalty rate,Penalty rate
Meal Allowance Fixed,Allowances,Allowances
FT - Saturday Hours,Penalty rate,Saturday
Casual - Overtime x1.5,Penalty rate,Penalty rate
PT - Sunday Hours,Penalty rate,Sunday
Casual - Public holiday - continuous shiftworkers,Penalty rate,Public Holiday
Trip additional kilometres - Tritton Hermidale,Penalty rate,Penalty rate
Casual Fitness Instructor - Saturday,Penalty rate,Saturday
Casual Fitness Instructor - No Minimum Break - Public Holiday Overtime,Penalty rate,Penalty rate
Travel Allowance - Within State,Allowances,Allowances
Permanent - Saturday - two driver operation,Penalty rate,Saturday
Casual - Travelling time allowance,Allowances,Allowances
Study Assist Program,Leave,Leave
Permanent Ordinary Hours + 10%,Base rate,Base rate
Vehicle allowance - provide own vehicle - 1500 cc and under,Allowances,Allowances
Permanent - Afternoon shift - permanent shiftwork,Base rate,Base rate
OT clearing - period overtime,Penalty rate,Penalty rate
Casual - Working away from usual workplace - travelling time allowance,Allowances,Allowances
Afternoon (1pm - 4pm),Base rate,Base rate
Uniform Allowance (FT) Up to ATO Limit,Allowances,Allowances
Casual - Working on an RDO - Monday to Saturday - continuous shiftworkers,Penalty rate,Saturday
Tool allowance*,Allowances,Allowances
Towers allowance - higher than 60 metres,Allowances,Allowances
Casual - Overtime - Monday to Saturday - first 2 hours (not shiftworkers),Penalty rate,Penalty rate
Leading hand allowance - in charge of 2-6 employees x2.0  (OT),Allowances,Allowances
Casual - Monday to Friday - before 7am or after 9pm,Penalty rate,Evening/Night
Living away from home allowance,Allowances,Allowances
Vehicle allowance - motor car  (per km) - Up to ATO Limit,Allowances,Allowances
On-call Allowance - Monday-Friday (SCHADS),Allowances,Allowances
Permanent - Public Holiday Overtime - continuous shiftworker,Penalty rate,Penalty rate
*Casual - Sunday,Penalty rate,Sunday
Permanent Public Holiday Not Worked,Leave,Leave
Flexi Time Taken,Leave,Leave
Casual - Evening - Monday to Friday - 8pm to midnight,Penalty rate,Evening/Night
Sessional - Public holiday,Penalty rate,Public Holiday
Evening Hours (7pm - 7am),Penalty rate,Evening/Night
Ordinary Hours - Casual Age 20,Base rate,Base rate
Saturday Rate - Casual 19 Years,Penalty rate,Saturday
Ordinary Hours - Directors,Base rate,Base rate
Fixed Units of Work,Base rate,Base rate
Overtime (First 3 hrs),Penalty rate,Penalty rate
Leading hand allowance - in charge of 6-10 employees,Allowances,Allowances
Leading hand allowance - in charge of 16 or more employees,Allowances,Allowances
Permanent - Night shift - starts at 4pm and before 4am,Penalty rate,Evening/Night
Casual - Less than 8 hour break after sleepover,Penalty rate,Penalty rate
Laundry allowance (per week),Allowances,Allowances
Directors Allowance Level 2 (40-59 places),Allowances,Allowances
Casual - working in a children’s or early childhood service (up to 4 hours),Penalty rate,Penalty rate
Salary sacrifice,Base rate,Base rate
Casual - Public Holiday CPA,Penalty rate,Public Holiday
Extra Loading,Penalty rate,Penalty rate
Casual - Overtime (Sunday),Penalty rate,Penalty rate
Permanent - Working outside ordinary hours due to water restrictions – Monday to 6am Saturday,Penalty rate,Saturday
Casual - Working though a meal break,Base rate,Base rate
Back Pay Ordinary Hours,Others,Backpay
Casual - Shifts other than rostered shifts - noncontinuous  shiftwork - after 3 hours,Penalty rate,Penalty rate
Permanent - Working on an RDO - Monday to Saturday - after 3 hours - other than continuous shiftworkers,Penalty rate,Saturday
Permanent - Recall (during off duty period) first 2 hours,Penalty rate,Penalty rate
Permanent - Overtime x2.0 (EA),Penalty rate,Penalty rate
zOrdinary Hours - DNU,Base rate,Base rate
Ordering materials allowance,Allowances,Allowances
Towers allowance - for each further 15 metres above 45 metres,Allowances,Allowances
Service cores allowance - building of 16-30 floors,Allowances,Allowances
Permanent - Overtime 15% loading (EA),Penalty rate,Penalty rate
Fork-Lift or Cranes Allowance,Allowances,Allowances
Hourly Pay category,Base rate,Base rate
SCHADS - FT - SW - Social & Comm/Crisis Accom - 1-July-2020 - PH Daily OT,Penalty rate,Penalty rate
SCHADS - PT - Disability/Home Care - 1-July-2020 - M-Sat Weekly OT - After 2 Hours,Penalty rate,Saturday
SCHADS - PT - Disability/Home Care - 1-July-2020 - M-Sat Before 6am - First 2 Hours,Penalty rate,Saturday
Permanent - Working during meal break (Sprinkler fitter),Base rate,Base rate
Casual - Overtime - Public Holiday,Penalty rate,Penalty rate
Vehicle Allowance - Motor Car - Above ATO Limit,Allowances,Allowances
Casual - Overtime x 2.5,Penalty rate,Penalty rate
Permanent - Overtime - 2T,Penalty rate,Penalty rate
Casual - Delayed meal break,Penalty rate,Penalty rate
Casual - Overtime - Sunday - first 2 hours (liquor employees),Penalty rate,Penalty rate
In charge of tractor plant allowance,Allowances,Allowances
Casual - Saturday - between 1pm & 9pm - first 3 hours,Penalty rate,Saturday
"Car Allowance - Excess over 5,000.00 Km",Allowances,Allowances
Loading,Base rate,Base rate
Recording - Penalty,Penalty rate,Penalty rate
*Casual - Public Holiday (Shiftworker),Penalty rate,Public Holiday
Unpaid Leave,Leave,Leave
Housing Allowance,Allowances,Allowances
Distant work - travel time allowance,Allowances,Allowances
Services core allowance - more than 15m above - from 46th –60th floor level,Allowances,Allowances
Acting on a welding certificate allowance - pressure oxy-acetylene or electric welding,Allowances,Allowances
Ship work allowance,Allowances,Allowances
Vehicle allowance - call out above ATO limit,Allowances,Allowances
Meal Allowance (Travelling),Allowances,Allowances
Team Leader/Leading Hand Allowance - Technical Stream - in charge of 11 to 20 employees,Allowances,Allowances
Leading hand allowance - in charge of 7-10 employees x2.25,Allowances,Allowances
Permanent - Overtime - Sunday (outside harvest period),Penalty rate,Penalty rate
Permanent - Night shift - Monday to Friday,Penalty rate,Evening/Night
Permanent - Work on rostered day off - unrelieved shiftworker,Base rate,Base rate
Casual - Work on rostered day off - ordinary hours,Base rate,Base rate
Casual - Loading or unloading,Base rate,Base rate
Casual - Good Friday & Christmas Day per hour,Base rate,Base rate
Casual - Riding apparel allowance,Allowances,Allowances
Permanent - Evening work 6pm to 11pm - greyhound or harness racing meeting,Penalty rate,Evening/Night
Overtime x1.5,Penalty rate,Penalty rate
Christmas Bonus,Bonuses,Bonus
Overtime 1.5x,Penalty rate,Penalty rate
On-Call,Penalty rate,Penalty rate
Casual - Afternoon Shift 15% (EA),Base rate,Base rate
Permanent - Afternoon Shift 15% (EA),Base rate,Base rate
Permanent - Night Shift 20% loading (EA),Penalty rate,Evening/Night
Casual - Shiftwork - Saturday and Sunday*,Penalty rate,Saturday
Paid Parental Leave Taken,Leave,Leave
Permanent - Overtime x 2.0,Penalty rate,Penalty rate
Permanent - Night shift - standard shiftwork - not country employees,Penalty rate,Penalty rate
Casual - Afternoon or night shift - less than 5 successive shifts (6 in six day enterprise) - first 3 hours,Penalty rate,Evening/Night
SCHADS - CAS - Disability - 1-July-2021 - M-Sat Daily OT - First 2 Hours,Penalty rate,Saturday
SCHADS - (Not Automated) - Hot Work Allowance 40-46 Degrees (Pre Aug 1991),Allowances,Allowances
SCHADS - CAS - Social & Comm - 1-July-2021 - Sun After 8pm,Penalty rate,Penalty rate
SCHADS - CAS - Social & Comm - 1-July-2021 - Sun Minimum Engagement,Penalty rate,Sunday
SCHADS - Disability - 1-July-2021 - M-F Ordinary,Base rate,Base rate
Shed hand - public holiday,Penalty rate,Public Holiday
Crutcher - piecework - flock sheep at sheds - wigging,Base rate,Base rate
Crutcher - piecework - stud ewes and their lambs not at sheds - other crutching,Penalty rate,Penalty rate
Enterprise flexibility allowance - woolclassers and shearing shed experts,Allowances,Allowances
*Permanent - Overtime - station cooks - works on 6.5 days (with keep),Penalty rate,Penalty rate
*Casual - Delayed meal break (with keep),Penalty rate,Penalty rate
Providing own stud combs allowance,Allowances,Allowances
Casual - Ovetime - Sunday - for feeding and watering stock,Penalty rate,Sunday
Casual - Afternoon shift - less than 5 shifts in a row (6 at a 6 day site) - after 3 hours,Base rate,Base rate
Casual - Call back,Base rate,Base rate
Casual - Delay due to breakdown or impassable Hwy,Base rate,Base rate
Annualised Wage (Daily rate),Base rate,Base rate
Annualised Wage Outer Limit - Public Holiday OT Clearing,Penalty rate,Penalty rate
First Aid Allowance - FT,Allowances,Allowances
Telephone Allowance,Allowances,Allowances
Rostered Day Off Leave Taken,Base rate,Base rate
Service centre allowance,Allowances,Allowances
Vehicle allowance - using a vehicle on a casual basis - over ATO approved rate,Allowances,Allowances
Permanent - Afternoon or night shift - Monday to Friday - less than 5 successive shifts,Penalty rate,Evening/Night
Overtime Mon-Sat (first 3 hours) RS&R,Penalty rate,Penalty rate
Overtime Mon-Sat (thereafter) RS&R,Penalty rate,Penalty rate
"Travelling Time (Sun,PH) RS&R",Allowances,Travel
O-VID: Videographer FIXED,Base rate,Base rate
O-DIRASS: Associate Director FIXED,Base rate,Base rate
O-PRODMAN: Production Manager WKLY,Base rate,Base rate
Inactive sleepover (Sat),Penalty rate,Penalty rate
Salary - Sunday Rate,Penalty rate,Sunday
Kilometre allowance - above ATO approved rate,Allowances,Allowances
Leadership allowance - level 1A,Allowances,Allowances
Permanent - Call back,Base rate,Base rate
O-SMMAN: Stage Manager DAY,Base rate,Base rate
RIA - CAS - Intro & Lvl 1-2 - 1-November-2021 - Sun Weekly OT,Penalty rate,Sunday
RIA - CAS - Intro & Lvl 1-2 - 1-November-2021 - Sat,Penalty rate,Saturday
RIA - CAS - Intro & Lvl 1-2 - 1-November-2021 - M-F Minimum Shift Engagement,Base rate,Base rate
RIA - (Not Automated) - Travelling Time Allowance,Allowances,Allowances
RIA - CAS - Intro & Lvl 1-2 - 1-July-2019 - M-F Weekly OT - First 2 hours,Penalty rate,Penalty rate
RIA - CAS - Intro & Lvl 1-2 - 1-July-2019 - M-F 12am-6am,Penalty rate,Penalty rate
RIA - CAS - Intro & Lvl 1-2 - 1-July-2019 - Sat Delayed Meal Break - First 2 hours,Penalty rate,Penalty rate
RIA - CAS - Intro & Lvl 1-2 - 1-July-2019 - Less Than 8 Hour Break After OT - First 2 Hours,Penalty rate,Penalty rate
RIA - CAS - Lvl 3+ - 1-February-2021 - PH Weekly OT,Penalty rate,Penalty rate
RIA - CAS - Lvl 3+ - 1-February-2021 - Sat,Penalty rate,Saturday
RIA - CAS - Intro & Lvl 1-2 - 1-February-2021 - M-F Delayed Meal Break - First 2 Hours,Penalty rate,Penalty rate
RIA - CAS - Lvl 3+ - 1-October-2022 - Sat Weekly OT - After 2 Hours,Penalty rate,Saturday
RIA - CAS - Lvl 3+ - 1-October-2022 - Sun Delayed Meal Break,Penalty rate,Penalty rate
RIA - CAS - Lvl 3+ - 1-October-2022 - M-F Daily OT - First 2 Hours,Penalty rate,Penalty rate
Casual Ordinary (includes 25% casual Loading),Base rate,Base rate
Casual Saturday (includes 25% casual Loading),Penalty rate,Saturday
Bonuses,Bonuses,Bonus
Lump Sum E Backpay Project Officer,Others,Backpay
Ordinary Hours Admin,Base rate,Base rate
Permanent - Working away from usual workplace - travelling time allowance,Allowances,Allowances
Permanent - Less than 10 hour break,Base rate,Base rate
Permanent - Travelling Time (Mon-Fri),Allowances,Travel
Afternoon Shift (Alternating),Base rate,Base rate
"Travelling Time (Sun,PH)",Allowances,Travel
O-WSCRIPT: Script Writer/Editor/Dramaturg HRLY,Base rate,Base rate
MV Allowance,Allowances,Allowances
Cards Allowance,Allowances,Allowances
Permanent - Non-rotating night shift - standard shiftwork - not country employees,Penalty rate,Penalty rate
Permanent - Ordinary Hours MA000021,Base rate,Base rate
Casual - Working through break,Base rate,Base rate
Permanent - Overtime 1.5T,Penalty rate,Penalty rate
Allowance - Other Misc,Allowances,Allowances
Allowance - Vehicle Operating,Allowances,Allowances
Leading Hand Allowance - 3 to 10 employees,Allowances,Allowances
Casual - Working through meal break,Base rate,Base rate
Car Allowance SW,Allowances,Allowances
First Aid Admin - J. O'Neil,Base rate,Base rate
FLH2_Theresa_OT,Penalty rate,Penalty rate
FLH3 Sunday,Penalty rate,Sunday
Casual FLH7 Sunday,Penalty rate,Sunday
CPS Level 2 - 2 Yr ,Base rate,Base rate
FLH6 Sunday_Kyha Black,Penalty rate,Sunday
Extra Hours,Penalty rate,Penalty rate
Parental Leave (Govt),Leave,Leave
Part Time Over Time,Penalty rate,Penalty rate
Excess Fares Allowance,Allowances,Allowances
Woolclasser - rams and ram stags - piecework,Base rate,Base rate
Woolclasser - rams and ram stags - public holiday,Penalty rate,Public Holiday
Shearer - overtime - additional run,Penalty rate,Penalty rate
