pay_category_name,category,sub_category
Hourly Rate $25.50 - subject to tax and super,Base rate,Base rate
GM Salary $100k,Base rate,Base rate
Saturday Casual Rate,Penalty rate,Saturday
Late Night,Penalty rate,Evening/Night
Direct Sunday,Penalty rate,Sunday
Unpaid Personal Leave,Leave,Leave
Petrol Allowance,Allowances,Allowances
Salary Sacrifice - ,Base rate,Base rate
Casual Rate,Base rate,Base rate
Casual - Night Shift,Penalty rate,Evening/Night
sundays,Penalty rate,Sunday
Casual - Saturday (Shiftworker),Penalty rate,Saturday
Chris Walsh Car Allowance,Allowances,Allowances
Casual OT,Penalty rate,Penalty rate
Salary Base,Base rate,Base rate
Sunday Permanent,Penalty rate,Sunday
Mon-Fri Permanent,Base rate,Base rate
Back Pay (Permanent Staff),Others,Backpay
Ordinary Hours - Sunday Casual,Penalty rate,Sunday
Admin Hours,Base rate,Base rate
Bilingual Qualification - Level 2 Allowance,Allowances,Allowances
Commission - Post-Sales,Bonuses,Commission
Early Morning_,Penalty rate,Penalty rate
Permanent - Mon - Sat Overtime (First 3 hrs),Penalty rate,Penalty rate
Overtime x 2_,Penalty rate,Penalty rate
DO  NOT USE  ADMIN  Hours - Greenstar,Penalty rate,Penalty rate
Bonus Type A,Bonuses,Bonus
Director - Independent,Base rate,Base rate
Worker's Compensation,Others,WorkCover
Permanent - Afternoon Shift,Base rate,Base rate
Head Chef $80k pa,Base rate,Base rate
Pharma Perm Sat AP $45,Penalty rate,Saturday
Standard Hours CW5 Foreman,Base rate,Base rate
Salaries Social Media,Base rate,Base rate
Salaries Management,Base rate,Base rate
24WD Shift - PPT LF PP3,Base rate,Base rate
003 BRI Admin - Ordinary hours,Base rate,Base rate
006 GEE MST - Ordinary Hours,Base rate,Base rate
007 CAUL MST - Ordinary hours,Base rate,Base rate
Salaries Urban Angles Sales,Base rate,Base rate
Casual - Flat Rate,Base rate,Base rate
Travel Allowance CW5 Foreman,Allowances,Allowances
Annual Leave Taken,Leave,Leave
PT Captain L4,Base rate,Base rate
Additional Hours x 1.5,Penalty rate,Penalty rate
Travel Allowance CW3 Tradesman,Allowances,Allowances
Car Allowance Urban angles Sales,Allowances,Allowances
Sleepover,Penalty rate,Penalty rate
Phone Allowance - General,Allowances,Allowances
Decorator Base,Base rate,Base rate
Saturday Casual,Penalty rate,Saturday
Wages to Balance Sheet,Base rate,Base rate
Salaries Design,Base rate,Base rate
Travel to 2600cc,Allowances,Travel
001 HO Admin- Ordinary Hours,Base rate,Base rate
Manual Adjustment,Base rate,Base rate
PT FOH TL,Base rate,Base rate
Profit Share,Bonuses,Bonus
Motor Vehicle Allowance Payroll Tax Exempt,Allowances,Allowances
Wage Night Shift,Penalty rate,Evening/Night
Visualisation salaries,Base rate,Base rate
003 BRI MST - Conversion bonus,Bonuses,Bonus
Permanent - Ordinary Hours .,Base rate,Base rate
Casual - Ordinary Hours .,Base rate,Base rate
Allowance - Vehicle (Centre),Allowances,Allowances
Bonus - COGS,Bonuses,Bonus
Bonus Commission,Bonuses,Bonus
Standard Hours CW4 Experienced Bricklayer CASUAL,Base rate,Base rate
Unused Leave Payment (Genuine Redundancy),Leave,Leave
007 CAUL PST - Weekend Hours,Penalty rate,Weekend
Ordinary time Earnings,Base rate,Base rate
Ordinary Hours 15,Base rate,Base rate
Permanent - Overtime (First 2 hrs),Penalty rate,Penalty rate
Salary - Sun,Penalty rate,Sunday
5 GRADE2 SHOP CAS [WEEKDAY] [ALLDAY] [] [],Base rate,Base rate
16 TRAINEE KITCHEN GRADE1,Base rate,Base rate
1 Base Ordinary Hours,Base rate,Base rate
02 RA2010 L1 16y PH [PH][ALLDAY][][General],Penalty rate,Public Holiday
Mon-Fri Evening Casual,Penalty rate,Evening/Night
Sunday Casual LVL 1 & 2,Penalty rate,Sunday
Salary $80k pa,Base rate,Base rate
Kindergarten Assistant - Jack & Jill,Base rate,Base rate
Long Service Leave Taken,Leave,Leave
Crew Chief Rate,Base rate,Base rate
Base Hours - CAS LF PP3,Base rate,Base rate
02 RA2010 L1 17y PH [PH][ALLDAY][][General],Penalty rate,Public Holiday
Annual Leave - 003,Leave,Leave
On Call Allowance  - Maintenance,Allowances,Allowances
Leave Loading Adjust,Leave,Leave
"02 HIGA CAS - L1 - Kitchen attendant Gd1 - 7pm-Mid[WEEKDAY,!PH][1900-0000][][]",Penalty rate,Penalty rate
Ordinary Hours - Sales,Base rate,Base rate
Base Hourly Wage,Base rate,Base rate
Paid Parent Leave(Government Scheme),Leave,Leave
(RM) Residential Maintenance Wages,Base rate,Base rate
Uniform Allowance - Lake Bolac,Allowances,Allowances
Public Holiday - Salary,Penalty rate,Public Holiday
Parental Leave Govt Scheme,Leave,Leave
Saturday Hours,Penalty rate,Saturday
Annual Leave - 001,Leave,Leave
Ordinary Time - 003,Base rate,Base rate
Personal/Carers Leave - 001,Leave,Leave
Travel Reimbursement,Allowances,Travel
Meal Allowance Before Tax,Allowances,Allowances
Living Away From Home Allowance,Allowances,Allowances
(RR) Pergolas/Decks/Patios Wages,Base rate,Base rate
"02 HIGA CAS - L2 - F&B attendant Gd2 - 7pm-Mid[WEEKDAY,!PH][1900-0000][][]",Penalty rate,Penalty rate
Telephone Allowance - PCBS,Allowances,Allowances
Make Safe Allowance,Allowances,Allowances
Cleaning Allowance - Carey St,Allowances,Allowances
Permanent - Weekday Ordinary,Base rate,Base rate
Permanent - Weekday 7pm to 9pm,Base rate,Base rate
Laundering Allowance (FT),Allowances,Allowances
001 HO- Monthly Bonus (DF),Bonuses,Bonus
01 RA2010 Sup 17y Sat [SAT][ALLDAY][][Leader],Penalty rate,Saturday
Ordinary Hours - Click Loans,Base rate,Base rate
Allied Health Care Dept. Practitioners Ordinary Hours,Base rate,Base rate
Phone_Allowance,Allowances,Allowances
007 CAUL PST - Ordinary Hours,Base rate,Base rate
Leave without Pay,Leave,Leave
Set Rate per KM,Allowances,Allowances
Cookie Restaurant Manager - after 4pm,Base rate,Base rate
Cookie Restaurant Manager - before 4pm,Base rate,Base rate
ACG2 Retail G4 Public Holiday,Penalty rate,Public Holiday
AAPG3 G4 Retail Public Holiday,Penalty rate,Public Holiday
ACG6 Public Holiday,Penalty rate,Public Holiday
Casual Weekday Rate - Level 5,Base rate,Base rate
05 RA2010 CAS - L6 - Adult Cook G5 (tradespers) - PH[PH][ALLDAY][][],Base rate,Base rate
Discretionary Payments,Bonuses,Bonus
Ordinary Hours (Client Services - Support),Base rate,Base rate
Overtime 1.5x,Penalty rate,Penalty rate
Agitator Allowance,Allowances,Allowances
ADMIN - Higher Duties,Allowances,Allowances
Heavy block - 4th year apprentice,Base rate,Base rate
SECA - FT - OT2 - F/N,Penalty rate,Penalty rate
Vehicle allowance - exceeding ATO limit,Allowances,Allowances
Casual - Manager -Level 5,Base rate,Base rate
FT Warehouse - Sunday,Penalty rate,Sunday
Annual Leave Cash out,Leave,Leave
Travel 3.5,Allowances,Travel
"02 RA2010 CAS - L2 - 17 yrs F&B attnd G2 - 10pm-Mid[WEEKDAY,!PH][2200-0000][][]",Penalty rate,Penalty rate
Casual - Production - Printshop Sunday,Penalty rate,Sunday
Casual - Production - Workshop OT + 3 Hours,Penalty rate,Penalty rate
Annual Leave - Office,Leave,Leave
CPS Office Fit Out Wages,Base rate,Base rate
Vehicle Allowance (taxed),Allowances,Allowances
PH Not Rostered - Salary,Penalty rate,Penalty rate
SECA - CAS - OT1,Penalty rate,Penalty rate
Salary Back-Pay,Others,Backpay
Casual - Public Holiday Hybrid,Penalty rate,Public Holiday
Fare Allowance,Allowances,Allowances
Glenelg Group Fitness(Accrue Leave),Leave,Leave
Ordinary Hours Sydney,Base rate,Base rate
Cogs Ordinary Hours Perth,Base rate,Base rate
Time in Lieu Taken - Indirect,Base rate,Base rate
"00 HIGA CAS -cl- M-F[WEEKDAY,!PH][0700-1900][][]",Base rate,Base rate
04 HIGA CAS - cleaning - Sun[SUN][ALLDAY][][],Penalty rate,Sunday
"01 HIGACAS-foh-Mid-7am[WEEKDAY,!PH][0000-0700][][]",Base rate,Base rate
"00 FT-PT clean [MON,TUE,WED,THU,FRI][0.0~7.6][][]",Base rate,Base rate
"02 FT-PT BOH [MON,TUE,WED,THU,FRI][9.6~24][][]",Base rate,Base rate
base salary - admin,Base rate,Base rate
"00 CAS FLAT SECURITY [WEEKDAY,SAT,SUN][ALLDAY][][]",Base rate,Base rate
"00 HIGA CAS -gam- M-F[WEEKDAY,!PH][0700-1900][][]",Base rate,Base rate
"01 PT-PT CLEAN [MON,TUE,WED,THU,FRI][7.6~9.6][][]",Base rate,Base rate
"00 CAS FLAT ADMIN [WEEKDAY,SAT,SUN][ALLDAY][][]",Base rate,Base rate
CRC-FOH 250% P/Hol [PH][ALLDAY][][],Penalty rate,Public Holiday
HD OT 2x,Penalty rate,Penalty rate
AAPG3 Marketing Sunday,Penalty rate,Sunday
Salary - Operations,Base rate,Base rate
Ordinary Hours - Mobile (NSW),Base rate,Base rate
Bonus (NSW),Bonuses,Bonus
Ordinary Hours - Mobile Android (VIC),Base rate,Base rate
Ordinary Hours (Finance and Admin),Base rate,Base rate
Daily rate,Base rate,Base rate
Ordinary Hours: Content,Base rate,Base rate
Evening Hours (7pm - 7am),Penalty rate,Evening/Night
Car Allowance - UA Corp Pty Ltd,Allowances,Allowances
Saturday Hours - FT,Penalty rate,Saturday
Overtime @ 150%,Penalty rate,Penalty rate
0216C Public Holiday,Penalty rate,Public Holiday
Childcare - Marketing,Base rate,Base rate
Base Rate - Marketing,Base rate,Base rate
Sign in Bonus ,Bonuses,Bonus
Base Rate Mon-Fri,Base rate,Base rate
Base Rate Mon-Fri After 10pm,Base rate,Base rate
Ordinary Night Shift,Penalty rate,Evening/Night
Unused Annual Leave payment,Leave,Leave
Other,Penalty rate,Penalty rate
Paid Parental Leave Government Scheme,Leave,Leave
Casual -Ordinary Hours,Base rate,Base rate
Daily Rate - Employee,Base rate,Base rate
Public Holiday P/H,Penalty rate,Public Holiday
Referral Commission,Bonuses,Bonus
Stawell 502 Aftercare (Accrue Leave),Leave,Leave
04 HIGA CAS - gaming - Sun[SUN][ALLDAY][][],Penalty rate,Sunday
FT Production - Couture - Overtime Night Shift,Penalty rate,Penalty rate
COOK FT/PT APP ADU 3 [SAT][ALLDAY][][],Base rate,Base rate
Permanent - Overtime (x1.5),Penalty rate,Penalty rate
Permanent - Overtime (x2),Penalty rate,Penalty rate
00 RA2010 CAS - L2 - Adult Cook G1 - M-F[WEEKDAY][ALLDAY][][],Base rate,Base rate
SECA - FT - OT1 - Daily,Penalty rate,Penalty rate
Travel - Overnight Allowance,Allowances,Allowances
Management Dept. Ordinary Hours,Base rate,Base rate
Kindergarten Relief Teacher - St Andrews,Base rate,Base rate
Vehicle allowance - up to ATO limit,Allowances,Allowances
Kindergarten Teacher - St Andrews (Accrued Leave),Leave,Leave
Ordinary Hours (Marketing),Base rate,Base rate
On-Call,Penalty rate,Penalty rate
Overtime (1.5x) Prior Period,Penalty rate,Penalty rate
Base Hourly - Directors,Base rate,Base rate
MEAL ALLOWANCE,Allowances,Allowances
Glenelg Lifeguard Accrue Leave,Leave,Leave
Laundry Allowance.,Allowances,Allowances
CPA/CA Incentive,Bonuses,Commission
Ordinary Hours - Office Staff,Base rate,Base rate
Casual - Production - Printshop OT + 3 Hours,Penalty rate,Penalty rate
Temporary Team Leader (Student) - Ordinary Hours,Base rate,Base rate
Directors Wages,Base rate,Base rate
(sat casual) L1,Penalty rate,Saturday
Workers Compensation Payment,Others,WorkCover
Allowance - Car,Allowances,Allowances
"02 RA2010 CAS - Introductory - 19 yrs RA2010 - 10pm-Mid[WEEKDAY,!PH][2200-0000][][]",Penalty rate,Penalty rate
03 RA2010 FT/PT - Introductory - Adult RA2010 - Sat[SAT][ALLDAY][][],Penalty rate,Saturday
"02 RA2010 CAS - Introductory - 18 yrs RA2010 - 10pm-Mid[WEEKDAY,!PH][2200-0000][][]",Penalty rate,Penalty rate
00 RA2010 CAS - L2 - 17 yrs F&B attnd G2 - M-F[WEEKDAY][ALLDAY][][],Base rate,Base rate
Weekend Hourly Rate,Penalty rate,Weekend
Electricians Licence Allowance - App 4,Allowances,Allowances
Paid Maternity Leave - $134.52 Daily,Leave,Leave
Extra Hours ,Penalty rate,Penalty rate
Team Leader Allowance,Allowances,Allowances
0219 Late Night Earnings,Penalty rate,Evening/Night
No Meal Break,Base rate,Base rate
Base Hours - CAS LF PP1,Base rate,Base rate
6 Sunday [SUN][ALLDAY][][],Penalty rate,Sunday
Permanent -Ordinary Hours,Base rate,Base rate
Travel Allowances,Allowances,Allowances
Permanent - Weekend 1st Year Apprentice,Penalty rate,Weekend
 L5 Supervisor - Sunday Hours,Penalty rate,Sunday
"Level 4, Grade 3 Cook - Weekday Hours",Base rate,Base rate
00 RA2010 FT/PT - L2 - Adult F&B attnd G2 - M-F[WEEKDAY][ALLDAY][][],Base rate,Base rate
"02 RA2010 CAS - Introductory - 16 yrs RA2010 - 10pm-Mid[WEEKDAY,!PH][2200-0000][][]",Penalty rate,Penalty rate
Overtime x2 CW5,Penalty rate,Penalty rate
Maternity Leave,Leave,Leave
AA Division_Unpaid Leave,Leave,Leave
Commissions WA-Monthly,Bonuses,Commission
Meeting / Training,Base rate,Base rate
Sales Commission - office use only,Bonuses,Commission
Creche Assistant,Base rate,Base rate
Kindergarten Teacher Casual - North,Base rate,Base rate
** Do Not Use - 002,Unclassified,Unclassified
Sick Leave - Admin,Leave,Leave
On-call Allowance,Allowances,Allowances
Casual Saturday (first 2 hours),Penalty rate,Saturday
Vehicle Allowance (exempt),Allowances,Allowances
Broken Shift Allowance (over 3hr gap),Allowances,Allowances
Time Sheet Bonus - Hourly,Bonuses,Bonus
(Sun) Casual Cook,Base rate,Base rate
"01 RA2010 CAS - L1 - Adult F&B attnd G1 - Mid-7am[WEEKDAY,!PH][0000-0700][][]",Base rate,Base rate
Admin Casual,Base rate,Base rate
IFA Level 7B,Base rate,Base rate
Travel Hours,Allowances,Travel
Car Park - Admin,Base rate,Base rate
Salary - Fixed amount,Base rate,Base rate
Purple Team Overtime Projects,Penalty rate,Penalty rate
AAPG4 Sensai Public Holiday,Penalty rate,Public Holiday
Y Hub Children Services Trainee,Base rate,Base rate
"02 RA2010 CAS - L1 - Adult F&B attnd G1 - 10pm-Mid[WEEKDAY,!PH][2200-0000][][]",Penalty rate,Penalty rate
TAFE/Training Hours,Base rate,Base rate
"5 Sunday [SUN,!PH][ALLDAY][][]",Penalty rate,Sunday
Casual - Working through break,Base rate,Base rate
01 RA2010 Sup 20y Sun [SUN][ALLDAY][][Leader],Penalty rate,Sunday
Office Manager 1.2,Base rate,Base rate
0219C Level 2 - 19yrs (Incl Casual Loading),Base rate,Base rate
Overtime Saturday first 2 hours,Penalty rate,Penalty rate
Christmas Bonus,Bonuses,Bonus
2016 FD - Sun Rate,Penalty rate,Sunday
2016 FD - Midnight to 7am Rate,Penalty rate,Evening/Night
2016 FD - Night Duty,Penalty rate,Evening/Night
Ordinary Earnings - Management,Base rate,Base rate
Sessional Teaching Pay,Base rate,Base rate
Overtime (Ordinary Hours x 1.5),Penalty rate,Penalty rate
NURSE 35% Casual Loading,Base rate,Base rate
Daily Rate - Training & Ordinary Hours,Base rate,Base rate
Housing Allowance,Allowances,Allowances
AIM Paid Maternity Leave,Leave,Leave
SBT Public Holiday,Penalty rate,Public Holiday
HK-TL - Base Rate,Base rate,Base rate
Bonuses,Bonuses,Bonus
"04 FT-PT FOH [SAT,SUN][7.6~24][][]",Base rate,Base rate
Salary Sacrifice,Base rate,Base rate
Motor Vehicle Allowance - Tax Free,Allowances,Allowances
ACG5 Public Holiday,Penalty rate,Public Holiday
Bonus - Above SGC Cap,Bonuses,Bonus
FT Production - Printshop - Overtime Sunday,Penalty rate,Penalty rate
Wages Paid on Workcover - No Work,Others,WorkCover
Sales commission,Bonuses,Commission
Overtime (Fixed),Penalty rate,Penalty rate
(m-f) part time level 2,Base rate,Base rate
FT/PT Weekday Rate - Level 3,Base rate,Base rate
SBT Sunday,Penalty rate,Sunday
Fare & Travel Allowances - Site,Allowances,Allowances
Volunteer Day,Leave,Leave
KM allowance,Allowances,Allowances
Termination Annual Leave,Leave,Leave
Notice Payment,Penalty rate,Penalty rate
Casual - Monday to Saturday Overtime (Thereafter),Penalty rate,Penalty rate
Base Salary - Front of House,Base rate,Base rate
Tick History Retention Allowance (Bonus),Allowances,Allowances
Base Salary Marketing,Base rate,Base rate
Reimbursement Meal Entertainment,Allowances,Allowances
Roster Day Off Taken,Leave,Leave
Paid Parental Leave Scheme,Leave,Leave
2 SATURDAY[SAT][ALLDAY][][NOC] ,Penalty rate,Saturday
Coach Benchmarking,Base rate,Base rate
First aid allowance,Allowances,Allowances
Additional leave loading - 12 hour roster day shift - 14 shift permanent,Leave,Leave
01 G1+G2i Weekday [WEEKDAY][ALLDAY][][],Base rate,Base rate
Public Holiday Overtime,Penalty rate,Penalty rate
Public Holiday (Worked),Penalty rate,Public Holiday
03. Bonus,Bonuses,Bonus
Overtime Mon-Fri Remaining hours ,Penalty rate,Penalty rate
2 Saturday [SAT][0600-1230][0600-1230][],Penalty rate,Saturday
Bonus Payment - Support Staff,Bonuses,Bonus
Withheld Wages,Base rate,Base rate
Normal Tutorial,Base rate,Base rate
Mobile Phone Allowance LVL 1&2,Allowances,Allowances
Allowances NSW subj/ to tax withholding and super,Allowances,Allowances
Research Salary,Base rate,Base rate
Kitchen Sunday Rate,Penalty rate,Sunday
Glenelg School Swim Lessons,Leave,Leave
Industry Allowance - App 4,Allowances,Allowances
Commission - Terry Cooper,Bonuses,Commission
Base Rate (Mon-Fri),Base rate,Base rate
Monday to Friday after 10pm,Base rate,Base rate
Child Care - Admin,Base rate,Base rate
Telecommunications Allowance,Allowances,Allowances
On Call - Emergency,Penalty rate,Penalty rate
Casual Reception Sunday,Penalty rate,Sunday
Casual - Overtime - After 3 hours or Sunday,Penalty rate,Penalty rate
Permanent - Overtime - After 3 hours,Penalty rate,Penalty rate
Casual - Saturday - 12 hour roster,Penalty rate,Saturday
Multi Story Allowance,Allowances,Allowances
**Do Not Use - 001,Unclassified,Unclassified
03 G0i PubHol [PH][ALLDAY][][],Penalty rate,Public Holiday
Level 5,Base rate,Base rate
Personal Paid Leave,Leave,Leave
Meal Allowance 1,Allowances,Allowances
YHub Cook,Base rate,Base rate
Education Allowance,Allowances,Allowances
Unpaid Personal/Carers Leave,Leave,Leave
Permanent - Overtime x 100%,Penalty rate,Penalty rate
Base Hourly INS 1,Base rate,Base rate
Flex Leave - IR,Leave,Leave
"1 Ordinary L1-PP3 [WEEKDAY,!PH][ALLDAY][][]",Base rate,Base rate
Ordinary House - Sales,Base rate,Base rate
12 G2 Weekend-HR [WEEKEND][ALLDAY][][HR],Penalty rate,Weekend
Permanent - Ordinary Hours (Do not Use),Unclassified,Unclassified
Casual - Saturday 7am to 8am,Penalty rate,Saturday
Permanent - Ordinary Hours.,Base rate,Base rate
Casual - Saturday Ordinary,Penalty rate,Saturday
CPL Other,Penalty rate,Penalty rate
Public Holiday - Melb,Penalty rate,Public Holiday
Annual Leave Taken.,Leave,Leave
2016 FD-TL - Sun Rate,Penalty rate,Sunday
33% Loading on Sunday CS Roster,Penalty rate,Sunday
Base Salary Director (FP),Base rate,Base rate
Casual Level 3 - Saturday,Penalty rate,Saturday
Ordinary Hours - overhead,Base rate,Base rate
TTC Tool Allowance -Policy,Allowances,Allowances
0218C Public Holiday,Penalty rate,Public Holiday
03 G3i PubHol [PH][ALLDAY][][],Penalty rate,Public Holiday
Umpiring/Refereeing - Number of Games,Bonuses,Bonus
